local_results,click,organic_click_3p,organic_click_1p,time_elapsed,n_direct_answer,n_knowledge_panel_rhs,n_people_also_ask,n_top_stories,n_twitter_cards,n_videos,n_images,n_ad,n_map_results,n_recipes,n_products,Reference,News and Media,Business,Shopping,Information Technology,Education,Entertainment,Streaming Media and Download,Health and Wellness,Government and Legal Organizations,Social Networking,Restaurant and Dining,Finance and Banking,Sports,Games,Society and Lifestyles,Newsgroups and Message Boards,Arts and Culture,Travel,Real Estate,click_prev_1,organic_click_3p_prev_1,organic_click_1p_prev_1,log_time_elapsed_prev_1,log_time_prev_1,user_id
1,1,1,0,1.7480000000000002,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1802442975059908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2649440844945416,0.0,0.0,0.0,0.0,0,0,0,0.2263384422107289,2.9756826157482874,903
1,0,0,0,1.254,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1802442975059908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2649440844945416,0.0,0.0,0.0,0.0,1,1,0,2.196335293151336,3.402063672990113,903
1,1,0,1,20.204,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0377176607399697,0.0030679070906141,0.0169614713713009,0.0457431832787587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542200936438473,0.0,0.1620176270771489,0.0,0.0,0.0,0.0,0,0,0,3.326150507339244,7.791633556820742,903
1,0,0,0,125.389,0,0,0,0,0,0,0,0,0,0,0,0.3554302061966966,0.0,0.4027366943754723,0.0,0.0,0.0,0.0,0.0,0.1123178235992658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.703782474656201,8.697438761506843,1497
1,1,0,1,35.658,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9059324872529682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0810475517014651,1,1,0,2.7394196608482675,6.0769699990948665,35
1,1,0,1,6.089,0,0,1,0,0,0,1,0,0,0,0,0.3072934575562578,0.0,0.0386804861941173,0.5252512021133181,0.0,0.0,0.0346470617130318,0.0,0.0,0.0,0.0500384785420725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0440893138812021,0.0,0,0,0,1.6915707419726227,10.600082457856765,904
1,1,1,0,6.553999999999999,0,1,1,0,0,1,0,0,0,0,0,0.2407089341451306,0.0,0.0236235299488156,0.0,0.0,0.1006910167818361,0.0341171704260794,0.032302609430011,0.0,0.0,0.0,0.4799171464601796,0.0,0.0,0.0,0.0,0.0,0.0,0.0119772438073825,0.0,1,1,0,1.3286652482832542,5.0563286044681375,182
1,1,1,0,26.25500000000001,0,0,1,0,0,0,0,1,0,0,0,0.0896775013938748,0.0,0.3603630921522405,0.2696193988242544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1777508240978941,0.0,1,1,0,3.5402924350496106,5.075492514443838,932
1,0,0,0,13.172,0,0,1,0,0,0,0,0,0,0,0,0.4065157572794124,0.1691834210602008,0.057324474357868,0.0,0.0,0.0,0.0,0.0,0.3669763473025187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.573604104549287,9.1145641135741,1226
1,1,1,0,9.712,0,0,0,0,0,0,0,0,0,0,0,0.0851775882543452,0.0,0.0,0.0,0.067532117024722,0.0,0.0,0.0952499190327108,0.0,0.0,0.6300334664795425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.0783716070747937,8.776719895352494,940
1,1,1,0,16.976000000000006,0,0,0,0,0,1,0,0,0,0,0,0.0485466060409223,0.0,0.0975073075673919,0.0,0.0,0.7523627801234168,0.0,0.1015833062682689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.713501979780456,7.279152614704172,958
1,1,0,1,7.267,0,0,0,0,0,0,0,0,0,0,0,0.1465831803951202,0.0,0.8310698477814964,0.0,0.0223469718233833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.104262960176924,10.700813245463165,1310
1,1,0,1,28.323,0,0,0,0,0,0,0,0,0,1,0,0.5574018894118445,0.0,0.0537364981546066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0829665120373818,0.0,0.0,0.0,0.0,0.0,0.0,0.2552822266617005,0.0,1,1,0,1.4381749829968795,5.866006193917055,1502
1,0,0,0,4.309,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.4170163562436554,0.0,0.0384721867858053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3912252797064236,0.0,0.0,0.0,0.0,0,0,0,0.0925791812930931,5.402785484137128,1737
1,1,1,0,5.6000000000000005,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.4463502039916198,0.0,0.0390726651229462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3745065608115559,0.0,0.0,0.0,0.0,0,0,0,1.460705858633701,3.939034877674944,1737
1,0,0,0,20.044,0,0,0,0,0,0,0,0,0,0,0,0.0837525639641584,0.0,0.067532117024722,0.0,0.101084961675483,0.0,0.0,0.0,0.7476303573356365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.0554049638515948,10.686759377585334,903
1,0,0,0,8.191,0,0,0,0,0,0,0,0,0,0,0,0.1026394344069127,0.0,0.0444697564807541,0.0,0.0,0.4615868028279655,0.0,0.0,0.0,0.0,0.0498664571877454,0.0325216025137469,0.0,0.0,0.0,0.0,0.0,0.0,0.1702985074626865,0.0,1,1,0,1.8619072291301368,4.43943432299792,706
1,0,0,0,2.577,0,0,0,0,0,0,0,0,0,0,0,0.1627820360574327,0.0,0.0342653567958544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382543452445211,0.7324247004210299,0.0,0.0,0.0,0.0,0.0,0.0,0.0322735614811615,0.0,0,0,0,2.280339484046726,2.402520921606645,468
1,0,0,0,7.416,0,0,0,0,0,0,0,0,0,0,0,0.3020738413197172,0.0,0.2363393558523171,0.2562058130400629,0.2053809897879026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.1125151938371012,11.066797209099995,985
1,1,0,1,12.474,0,0,0,0,0,0,0,0,0,0,0,0.09827965435978,0.0,0.0,0.3439984289080912,0.0556716417910447,0.0,0.0,0.0,0.2562058130400629,0.1413040062843675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1045404556166535,0,0,0,2.893810283828607,5.175064398048622,1026
1,0,0,0,5.059,0,1,1,0,0,0,0,0,0,1,0,0.3016008271129441,0.0,0.070884033766204,0.2043696104161695,0.0,0.0,0.0,0.0,0.3426269925128102,0.0,0.0,0.080518536191872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.082312416771519,3.904877537267275,728
1,1,0,1,12.827,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1259647458957418,0.8221351952384071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519000588658511,0.0,0.0,0.0,0.0,1,1,0,3.689754071524597,7.990214811463447,1050
1,0,0,0,19.141,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0319940648691256,0.0,0.0547685839921483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8970162056893795,0,0,0,3.2312390838515994,7.44417320805458,1062
1,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0391693144223525,0.0,0.0,0.0,0.2947099479183727,0.0,0.0,0.0,0.0,0.0464279865046349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.5541994762839497,5.610101633425243,1080
1,0,0,0,2.5500000000000003,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.5544414427852451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691173464596074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.5684075628761085,3.949164635708766,1409
1,1,1,0,8.201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1617888373097268,0.0,0.0,0.6605905214293427,0.0,0.0,0.0,0.0,0.1170193241930259,0.0,0.0,0.0,0.0,0.0382543452445211,0.0,0.0,0.0,0.0223469718233833,0,0,0,1.8541080942925905,7.6838708831318225,1084
1,0,0,0,300.0,0,0,1,0,0,1,1,0,0,0,0,0.4104668572206346,0.0,0.0,0.0,0.0,0.0,0.1584320130665579,0.153355110929631,0.0,0.0,0.1812848781815703,0.0,0.0,0.0,0.0,0.0,0.0,0.0964611406016061,0.0,0.0,1,1,0,5.703782474656201,8.078186087674025,1577
1,1,1,0,8.152000000000001,0,0,1,0,0,0,0,0,0,0,0,0.4214920404821346,0.0,0.0820380660921854,0.0370459853426752,0.0,0.0,0.0,0.0,0.0,0.4087675498644333,0.0506563582185713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.212468280580283,6.990418549978255,1270
1,0,0,0,44.584,0,0,0,0,0,0,0,0,0,0,0,0.0494872071683039,0.0,0.2811778041671163,0.0,0.0,0.4889074813775236,0.0,0.0,0.180427507287056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.1520092626112564,9.03425214753769,1713
1,0,0,0,7.366,0,0,1,1,0,0,0,0,0,0,0,0.057274240734455,0.1752008275549952,0.0,0.0,0.0,0.0,0.1595710291098934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033457789846288,0.5744961127543683,0.0,1,1,0,1.9086532206995543,7.496824454449216,751
1,1,0,1,28.186000000000003,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0342653567958544,0.8151624743603586,0.0705279067256828,0.0,0.0,0.0,0.0,0.0,0.0,0.0305570549498002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.6580375822701627,8.309830465293068,855
1,1,0,1,36.171,0,0,0,0,0,0,0,0,0,0,0,0.2368970934799686,0.0,0.0,0.0,0.046967792615868,0.0,0.1001413982717988,0.2562058130400629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3099214454045561,0.0,0.0,0.0498664571877454,0.0,1,0,1,3.210601688415955,6.253384482106522,1091
1,0,0,0,21.579,0,0,0,0,0,0,0,0,0,0,0,0.2368970934799686,0.0,0.0,0.0,0.046967792615868,0.0,0.1001413982717988,0.2562058130400629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3099214454045561,0.0,0.0,0.0498664571877454,0.0,1,0,1,3.588257692803283,4.958197485352825,1091
1,1,0,1,22.397,0,0,0,0,0,0,0,0,0,0,0,0.1640613192270323,0.0,0.0322735614811616,0.0,0.0,0.0,0.0,0.0,0.628273777393933,0.0,0.0342653567958544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.980872410646967,5.011701392278253,131
1,0,0,0,300.0,0,0,0,0,0,0,0,1,0,0,0,0.010909166506416,0.0,0.4649674907877574,0.0,0.0,0.0,0.0,0.0,0.0623625959554485,0.1942340975120447,0.0,0.0,0.1695104647959794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.260017768199376,3.498414832377515,1108
1,1,1,0,61.24400000000001,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5233905211348859,0.0,0.0,0.0,0.305394294386379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.1750332150742775,11.322660720423046,1108
1,1,1,0,41.05,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.4135322688668892,0.0,0.0159332278997517,0.0,0.0,0.0,0.0569510184096037,0.3265495641015539,0.0,0.0,0.1471473837651045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.586043526777335,4.826255620832829,1108
1,1,1,0,26.05,0,0,0,0,0,0,0,1,0,0,0,0.010909166506416,0.0,0.4649674907877574,0.0,0.0,0.0,0.0,0.0,0.0623625959554485,0.1942340975120447,0.0,0.0,0.1695104647959794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.368157527583956,7.978198176396733,1108
1,0,0,0,3.145,0,0,0,0,0,0,0,0,0,0,0,0.0877415524128251,0.3477329159019757,0.0322735614811616,0.0,0.0,0.5322519702040376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2.091123046453674,7.1780915287203415,1117
1,1,0,1,8.212,0,0,0,0,0,0,0,0,0,0,0,0.1411259851020188,0.1970473928532872,0.0382543452445211,0.0,0.0,0.5930152218503725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2.230551890094214,5.425835088245761,1117
1,0,0,0,12.042000000000002,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1481461115475254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053809897879026,0.0,0.0,0.466842105263158,0.0,0.0,0.0,0.0,0.0914375490966221,0.0881932443047917,0,0,0,1.689726743662903,3.435566601741697,1117
1,0,0,0,12.767,0,0,0,0,0,0,0,0,0,0,0,0.0498664571877454,0.1386174391201886,0.046967792615868,0.0,0.0,0.0,0.0,0.0,0.7320267085624512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.9362476267190987,4.014868360720304,1117
1,1,1,0,127.398,0,0,0,0,0,0,0,0,0,0,0,0.067532117024722,0.0,0.0,0.0,0.0305570549498002,0.1760498758501565,0.0,0.0,0.0342653567958544,0.0,0.0,0.3128576055273671,0.0322735614811616,0.0223469718233833,0.0,0.0,0.0,0.0,0.0,0.3241174565475547,1,1,0,2.4350158801745354,5.114160125916996,1133
1,1,0,1,16.722,0,0,0,0,0,1,1,0,0,0,0,0.0005681273195456,0.0686253532350053,0.000509101104528,0.000309887628843,0.0001106741531582,0.0001180524300354,0.8912294422760515,0.0,0.0,0.000103295876281,0.0212273025757562,0.0,0.0,7.378276877218104e-06,0.0,0.0,2.2134830631654314e-05,0.0167929581725482,0.0002361048600708,0.0,1,1,0,2.112876317766073,3.855960461491606,1150
1,1,0,1,11.808000000000002,0,1,0,1,0,1,1,0,0,0,0,0.2036020481945489,5.902577950920072e-05,0.0008853866926377,0.0984033526642758,0.0003098853424232,0.0,0.3082842681541167,0.3320864137412018,0.0001106733365797,0.0,0.0523263535349064,0.0,0.0,0.003726002331518,0.0,0.0,0.0,0.0,2.2134667315950272e-05,0.0,1,0,1,2.0475638027818133,4.684332506234321,1150
1,0,0,0,11.759,0,0,0,0,0,0,0,0,0,0,0,0.1182986073626254,0.0,0.0675321170247219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322735614811616,0.0,0.781895714131491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0709052106575494,8.663805874656619,1152
1,0,0,0,11.293,0,0,0,0,0,0,0,0,0,0,0,0.5923880597014927,0.0720188531029065,0.0556716417910447,0.0444697564807541,0.0,0.0,0.0,0.0,0.0,0.0,0.1884838963079339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.594574246774688,8.595777728783698,1161
1,1,1,0,31.132,0,0,1,0,0,0,1,0,0,0,0,0.0653918730290026,0.2494700925399368,0.1050444605283564,0.0,0.0,0.0,0.0365830016026469,0.0,0.0,0.543510572300057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,4.138265749280029,6.648682690998422,1172
1,1,1,0,10.934,0,0,1,0,0,0,0,0,0,0,0,0.0,0.2701376260538933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12026781286163,0.0,0.0,0.0,0.1823235245495124,0.0,0.0,0.0,0.0,0.4272710365349641,0.0,1,0,1,2.4646189048412785,7.290016582341994,1178
1,1,0,1,19.979000000000006,0,0,1,0,0,0,0,0,0,0,0,0.0116435164640098,0.0,0.1902513978876364,0.0,0.0314025472619153,0.0,0.0,0.0,0.0,0.0,0.0352134552232181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.592639349590882,6.18891688739833,1181
1,1,0,1,41.846,0,0,0,0,0,0,0,0,0,0,0,0.4867478397486254,0.0,0.1688531029065199,0.2887274155538099,0.0556716417910447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.8647000936297704,12.04635218489847,1186
1,0,0,0,7.109000000000001,0,0,1,0,0,0,0,0,0,0,0,0.0228715381938113,0.0,0.064305484197093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8114258249498651,0.0,0.0,0.0,0.0,0.1013971526592305,0.0,1,1,0,2.178155014615869,8.378977932309603,1532
1,0,0,0,4.761,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0498664571877454,0.0,0.0,0.0,0.8781146897093481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0720188531029065,0.0,0.0,1,0,0,1.0310469691723438,6.773406409457261,1191
1,1,1,0,8.902999999999999,0,0,0,0,0,0,0,0,0,0,0,0.1047932635215372,0.0,0.0223469718233833,0.0,0.0,0.2122692432257368,0.0,0.0,0.6300334664795424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.8527117502312838,12.663869831470164,1194
1,0,0,0,6.042000000000002,0,0,0,0,0,0,0,0,0,0,0,0.1220123809823083,0.0,0.0260189171354051,0.0,0.0,0.247148288973384,0.0,0.0,0.5692423718694029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.186388298591534,3.290191330284796,1194
1,1,1,0,61.633,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.1517709545841361,0.0,0.0,0.0,0.0,0.1223773145657469,0.0,0.0,0.0404957303414748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205315309146751,0.0,1,1,0,3.56953269648137,5.380975113562248,1209
1,1,0,1,12.628,0,0,1,0,0,0,0,0,0,0,0,0.0926427256510067,0.0,0.1858838817045578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.1996650770799056,6.799591950221914,1220
1,0,0,0,28.504,0,0,1,0,0,0,0,0,0,0,0,0.0135643385203948,0.0,0.1550560926433334,0.0,0.0,0.0267538644470867,0.0,0.0,0.0,0.2245321304864808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.580093573902704,0,0,0,2.6720084297549445,10.66984971558175,1539
1,1,1,0,11.621,0,0,1,0,0,0,0,1,0,0,0,0.0171575238889296,0.0,0.2373035140636113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0518894529046812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6936495091427778,0,0,0,1.6417114729843965,5.852001310115928,1226
1,0,0,0,16.046,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0498664571877454,0.4422780832678712,0.1026394344069127,0.0,0.0,0.0325216025137469,0.0,0.0,0.0,0.2562058130400629,0.0,0.0,0.0,0.0,0.0,0.0720188531029065,0.0,0.0,0.0,1,0,1,3.3366588605245844,5.958628806564122,1226
1,0,0,0,5.529,0,0,1,0,0,0,0,0,0,0,0,0.0581787521079256,0.0,0.0314025472619153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978854175911955,0.7285102511760008,0.0,0.0,0.0,0.0,0.0,0.0,0.0840230318629626,0.0,1,1,0,2.3640564150821466,9.207463537854244,1392
1,1,1,0,12.380999999999998,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9134542980014616,0.0,0.0,0.0,0.0,0.0511375996340939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0354081023644445,0,0,0,1.768490842288701,12.522022163723236,1080
1,0,0,0,3.676,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444697564807541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955530243519246,0,0,0,3.631806330754298,4.395510319832542,1250
1,0,0,0,5.518000000000002,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444697564807541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955530243519246,1,1,0,4.695248521714662,5.097302167306828,1250
1,0,0,0,7.251,0,0,0,0,0,0,0,0,0,0,0,0.681481890459364,0.0,0.0350485865724381,0.0,0.0312555212014134,0.18007398409894,0.0,0.0,0.0,0.0,0.0721400176678445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.8324214509469448,4.12153810990623,1255
1,1,0,1,10.136,0,0,0,0,0,0,0,0,0,0,0,0.0342653567958544,0.0,0.0,0.1875472309187088,0.0,0.0,0.0,0.0,0.0529040267731835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.318550709033371,9.781497812342405,1197
1,1,1,0,13.414,0,0,0,0,0,0,0,0,0,0,0,0.0631902671128217,0.0842407948266635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.3237402174773374,4.951578609090872,1280
1,1,1,0,28.578000000000007,0,0,0,0,0,0,0,0,0,0,0,0.0823880597014923,0.0,0.0444697564807541,0.0,0.0,0.0,0.0,0.0,0.0,0.801123330714847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.5976957486913186,11.368207310340765,1287
1,1,1,0,15.578,0,0,0,0,0,0,0,0,0,0,0,0.101084961675483,0.0342653567958544,0.7470527906725685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,3.5399443163376154,10.731177557800676,794
1,1,0,1,5.847,0,0,1,0,0,0,0,0,0,0,0,0.2041236650560353,0.0,0.7484721450578313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.776020327541477,8.85105717235113,1310
1,1,0,1,6.317,0,0,0,0,0,0,0,1,0,0,0,0.579727576458494,0.0,0.2892212798766383,0.0581958365458751,0.0728553071189925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.839774841220522,4.506950778481632,1327
1,1,0,1,7.0950000000000015,0,0,0,0,0,0,0,0,0,0,0,0.1353503184713375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223469718233833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.473508604835631,7.2340465795914275,642
1,1,0,1,14.996,0,0,0,0,0,0,0,0,0,0,0,0.0603091503538468,0.0001707155568431,0.0870338947978311,0.0001189835699209,0.0001086371725365,0.0,0.0,0.0,0.0615351984439016,0.0108585440549599,1.5519596076646123e-05,0.0,0.0,0.0,0.0,0.0002534867359185,0.0,0.0,0.0,0.0,1,1,0,3.1617550573784428,6.580836066575489,893
1,1,0,1,12.753,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0203285102756308,0.1163054215817304,0.0,0.0,0.0579057469928525,0.0,0.0,0.0,0.8054603211497864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.31658661262986,5.266233128075186,141
1,0,0,0,167.29500000000004,0,1,1,1,0,1,0,0,0,1,0,0.1119282511210761,0.0,0.0,0.0,0.0,0.0,0.0,0.1370403587443946,0.0,0.0,0.0,0.6664125560538117,0.0,0.0846188340807175,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.657318152695437,12.662128197917944,248
1,0,0,0,3.946,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0527983631509343,0.0,0.0,0.0,0.0,0.0470843626019911,0.0,0.0,0.0174580599013564,0.2401460521828812,0.0,0.4887258693681331,0.0,0.0,0.0,0.0,0.1040580216416731,0.0,0,0,0,-1.7092582477163114,5.58607193637182,1088
1,1,0,1,9.452,0,0,0,0,0,0,0,0,0,0,0,0.0952499190327108,0.0,0.1760498758501565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2409316636079023,0.0,0.0,0.0,0.0,0.0342653567958544,0.0,0.0877415524128251,0.0,0.0,1,0,1,3.991129890741114,4.681279012240398,1352
1,1,1,0,13.27,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.5809915723290581,0.0,0.1740775730015639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507480291846134,0.0,0.0,0.0941828254847645,0.0,0.0,0.0,0.0,1,1,0,2.7152244048502103,4.877141995984223,1363
1,0,0,0,49.76300000000001,0,0,0,0,0,0,1,0,0,0,0,0.0214662392720504,0.1128838796401612,0.1959518147037535,0.0,0.0001189122117671,0.0,0.0,0.0002119739427152,0.0,0.0115655051183952,0.1171285285906316,0.0,0.0,0.0,0.0,0.0331092958329024,3.619067314652056e-05,0.0001964636542238,0.2996846241340092,0.0,1,1,0,3.2279148495188705,12.055130382391798,934
1,1,0,1,6.867999999999999,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0702881572908866,0.0,0.0,0.0,0.2724934180333808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.61029929154323,10.82915104255985,1144
1,0,0,0,7.633000000000001,0,0,0,0,0,0,0,0,0,0,0,0.150572168843787,0.0,0.0223469718233833,0.0,0.0,0.0,0.0,0.0,0.4124257799848862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.2469967005848552,7.027586881558396,1382
1,0,0,0,6.1560000000000015,0,0,0,0,0,0,0,0,0,0,0,0.1411259851020188,0.0,0.1686170787002051,0.0952499190327108,0.0,0.0,0.0,0.0,0.4189571413149088,0.0,0.0,0.0,0.0,0.1760498758501566,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.398440578637567,5.225456308980797,1576
1,0,0,0,9.561,0,0,0,0,0,0,0,0,0,0,0,0.1587570062347617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352205558204604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2.1898642229299274,5.9382457158531015,1409
1,0,0,0,14.033,0,0,0,0,0,0,0,0,0,0,0,0.1753913418978732,0.0,0.1057864622692432,0.0,0.0,0.0952499190327108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322735614811616,0.0,0.1760498758501565,0.0,0.0,0,0,0,-0.5412848312506991,3.3277302297802827,1409
