images,click,organic_click_3p,organic_click_1p,time_elapsed,n_knowledge_panel_rhs,n_people_also_ask,n_top_stories,n_twitter_cards,n_videos,n_ad,n_local_results,n_map_results,n_recipes,Reference,News and Media,Business,Shopping,Information Technology,Education,Entertainment,Streaming Media and Download,Health and Wellness,Government and Legal Organizations,Social Networking,Restaurant and Dining,Finance and Banking,Sports,Games,Society and Lifestyles,Newsgroups and Message Boards,Arts and Culture,Travel,Real Estate,click_prev_1,organic_click_3p_prev_1,organic_click_1p_prev_1,log_time_elapsed_prev_1,log_time_prev_1,user_id
1,0,0,0,5.928,1,1,0,0,1,0,0,0,0,0.644786496574921,0.0613130153000533,0.0,0.0,0.0,0.1656035932564911,0.0,0.1282968948685344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.692733496990317,9.900715664401323,773
1,0,0,0,36.37600000000001,0,1,0,0,0,0,0,0,0,0.0799591270884623,0.000448167889667,0.0700695556564762,5.3780146760045e-05,2.987785931113611e-05,0.4842782704304801,0.0,0.0,0.0,0.0261670291846928,0.3003382173674024,0.0,0.0,0.0,0.0,0.0,0.0,0.0003226808805602,0.0001135358653823,0.0,0,0,0,2.488317492910082,4.540066171656045,1205
1,1,1,0,14.166,0,1,0,0,0,0,0,0,0,0.08351403583478,0.0,0.1427233122604736,0.0,0.0415866880670836,0.0,0.0,0.0,0.0,0.521726882636182,0.171279766779128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.8159641579248724,6.091049667229276,1218
1,1,1,0,15.250000000000002,0,0,0,0,1,0,0,0,0,0.0,0.5704670936395762,0.0,0.0,0.0,0.0,0.0690757508833922,0.0506183745583038,0.0,0.0,0.2768275176678445,0.0,0.0,0.0,0.0,0.0330112632508833,0.0,0.0,0.0,0.0,1,1,0,1.967392037871213,5.391702968266766,674
1,1,0,1,9.992,0,0,0,0,0,1,0,0,0,0.1411259851020188,0.0,0.0546205333045449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5194645363273239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.152227211405484,3.888631545970776,1220
1,0,0,0,28.656,1,1,0,0,1,0,0,0,0,0.4780959022109193,0.0940153410722343,0.0,0.0,0.0,0.0,0.1282968948685344,0.0613130153000533,0.0,0.0,0.1656035932564911,0.0,0.0,0.0,0.0,0.0,0.0,0.0726752532917675,0.0,0.0,0,0,0,0.7070500857289368,11.315115649950952,182
1,1,0,1,4.968999999999999,0,1,0,0,0,0,0,0,0,0.5911136976376831,0.0,0.0,0.0,0.0,0.0672351746499281,0.0,0.0,0.0,0.2574794826418993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.6820862332005203,3.2528133758958977,1391
1,1,0,1,20.358,0,1,0,0,1,0,0,0,0,0.2324567160261076,0.34710704356438,0.3457945040390421,0.0,0.0,0.0,0.0746417363704702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,3.669084826785757,10.6295638929854,1172
1,1,0,1,15.603000000000002,0,1,0,0,0,0,0,0,0,0.411530815109344,0.1124172396811788,0.0,0.0,0.0,0.476051945209477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,4.009621474192041,4.5450379429333365,1319
1,1,1,0,2.669,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4454284452296819,0.0,0.0,0.0,0.0,0.0,0.0,0.3530200971731449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.582486978126864,3.237854583465982,1292
