map_results,click,organic_click_3p,organic_click_1p,time_elapsed,n_direct_answer,n_knowledge_panel_rhs,n_people_also_ask,n_top_stories,n_videos,n_images,n_ad,n_local_results,Reference,News and Media,Business,Shopping,Information Technology,Education,Entertainment,Streaming Media and Download,Health and Wellness,Government and Legal Organizations,Social Networking,Restaurant and Dining,Finance and Banking,Sports,Society and Lifestyles,Newsgroups and Message Boards,Arts and Culture,Travel,Real Estate,click_prev_1,organic_click_3p_prev_1,organic_click_1p_prev_1,log_time_elapsed_prev_1,log_time_prev_1,user_id
1,1,1,0,17.547,0,0,0,0,0,0,0,0,0.0,0.0325216025137469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9674783974862532,0,0,0,1.9600947840472696,8.002955085082377,1272
1,0,0,0,20.874,0,0,0,0,0,0,0,0,0.0444697564807541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955530243519246,0,0,0,3.095034474627853,10.346261707984691,1372
1,0,0,0,0.107,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,2.344398595807456,3.568095043835552,887
1,0,0,0,3.4680000000000004,0,0,0,0,0,0,0,0,0.0,0.0498664571877454,0.5617282010997645,0.0,0.0,0.0,0.0,0.0,0.2368970934799686,0.1045404556166534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046967792615868,0,0,0,-0.7174398731289899,10.542475599268634,869
1,1,1,0,14.548,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,2.2468609442216843,7.022204764529257,1026
1,0,0,0,6.9510000000000005,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,4.794665946530047,6.064654598100949,1026
1,0,0,0,7.026000000000002,0,0,0,0,0,1,0,0,0.0,0.0,0.0506128737344665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0599922121017166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8893949141638169,0,0,0,1.2686363176516582,5.697140465267657,1033
1,1,1,0,19.613,0,0,0,0,0,0,0,0,0.764548311076198,0.0,0.046967792615868,0.0,0.0,0.0,0.0,0.0,0.0,0.0498664571877454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1386174391201885,1,1,0,2.79661037808169,5.065262358625046,1048
1,0,0,0,5.056,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.1814878760453772,2.3147112727918864,869
1,0,0,0,0.424,0,0,0,0,0,1,0,0,0.000362192967543,0.0,0.2386999489973166,0.0,0.2044542343314584,0.0001182670914426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003326261946824,0.5559662051786203,1,0,1,2.3162907400501576,4.646868596343767,1114
1,1,0,1,8.234,0,0,0,0,0,1,0,0,0.0164636129757222,0.0,0.112376911021084,0.0,0.0001848182866605,0.0,0.0,0.0,0.0,5.91418517313778e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8709155158648018,0,0,0,3.4589944803883723,10.905139812814577,1114
1,0,0,0,3.61,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1.6417114729843965,7.302797591309821,1445
1,1,1,0,2.079,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,2.148617729696619,3.2966883552363098,1121
1,1,1,0,1.364,0,0,0,0,0,0,0,0,0.0,0.0,0.0325216025137469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9674783974862532,0,0,0,4.064520891572683,4.830758745831387,1121
1,1,0,1,121.043,0,0,0,0,0,0,0,0,0.3282246661429694,0.0,0.2498507462686567,0.0,0.2368970934799686,0.0,0.0,0.0,0.0,0.0,0.0325216025137469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046967792615868,0,0,0,5.424747353774695,8.542162058527742,1121
1,1,0,1,19.612,0,0,0,0,0,0,0,0,0.631885310290652,0.0,0.0325216025137469,0.0,0.046967792615868,0.0,0.0,0.0,0.0,0.0,0.0,0.0943362136684995,0.0556716417910447,0.0,0.0,0.0,0.0,0.0,0.1386174391201885,0,0,0,3.2710127632880286,5.321095953437376,1121
1,0,0,0,7.278,0,0,0,0,0,0,0,0,0.5272249781149695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1337613072658301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1638021593230229,0,0,0,3.745755883755633,9.14246947797988,221
1,1,0,1,6.426,0,0,0,0,0,0,0,0,0.716692851531815,0.0,0.0498664571877454,0.0,0.046967792615868,0.0,0.0,0.0,0.0,0.0,0.0556716417910447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.441122974534475,10.739829450663786,1307
1,1,0,1,19.594,0,0,1,0,0,1,0,0,0.5920037436084735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0472516435354272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2961331263696128,0.0,1,1,0,3.837644227379048,5.969696840307156,808
1,0,0,0,19.112,0,0,0,0,0,0,0,0,0.0444697564807541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955530243519246,1,1,0,2.5772579108521865,8.014992928709242,1172
1,0,0,0,1.199,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,1.834180185112008,3.0727859029962823,869
1,1,1,0,42.146,0,0,0,0,0,0,0,0,0.0498664571877454,0.0,0.0444697564807541,0.0,0.0325216025137469,0.0,0.0,0.0556716417910447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8174705420267087,1,0,1,2.730985172384706,5.288418534368789,1031
1,1,0,1,22.790000000000006,0,0,0,0,0,0,0,0,0.09827965435978,0.0,0.1386174391201885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7631029065200314,1,0,0,3.510380581543648,10.21628268576292,1603
1,1,1,0,10.829,0,0,0,0,0,0,0,0,0.0498664571877454,0.0,0.0769913589945011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8731421838177535,1,1,0,2.7821676970201046,6.1316198903517405,1197
1,1,0,1,5.926,0,0,0,0,0,0,0,0,0.0,0.0,0.1386174391201886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8613825608798115,1,1,0,1.8287340720194163,5.997041467140179,1226
1,0,0,0,12.872000000000002,0,0,0,0,0,0,0,0,0.0,0.0498664571877454,0.0,0.0,0.09827965435978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8518538884524746,0,0,0,1.009781074961494,8.054982160852443,1587
1,1,1,0,19.12,0,0,0,0,0,0,0,0,0.4392930086410057,0.0,0.1293558523173604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4313511390416338,0,0,0,0.6232610530957788,9.345570059181744,1226
1,0,0,0,6.3130000000000015,0,0,0,0,0,0,0,0,0.6149882168106834,0.0,0.2935742340926943,0.0,0.0914375490966221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.7705358327764285,3.751314201370256,1366
1,1,1,0,5.8690000000000015,0,0,0,0,0,0,0,0,0.0325216025137469,0.2617360565593087,0.255247446975648,0.0,0.0,0.0,0.0,0.0,0.0,0.1386174391201886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.330517345650892,5.395062879405221,1253
1,1,0,1,9.399,0,0,0,0,0,0,0,0,0.0325216025137469,0.0,0.0,0.0,0.046967792615868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9205106048703848,0,0,0,0.7490548124982414,8.569601184296513,1264
1,1,1,0,20.991,0,0,0,0,0,0,0,0,0.0914375490966221,0.0,0.0325216025137469,0.0,0.0556716417910447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8203692065985861,0,0,0,3.3525672046940884,6.956348280859219,1275
1,0,0,0,22.333,0,0,0,0,0,0,0,0,0.1268578161822465,0.0,0.0720188531029065,0.0,0.046967792615868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754155538098979,0,0,0,1.1899752946820823,6.571224640655577,1310
1,1,1,0,24.731,0,0,0,0,0,0,0,0,0.0,0.0943362136684995,0.2562058130400629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5699685781618223,1,1,0,2.866989397661265,4.394584947921254,1319
1,1,1,0,17.584,0,0,0,0,0,0,0,0,0.0,0.0444697564807541,0.2562058130400629,0.0,0.046967792615868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5699685781618224,1,1,0,2.243365733334074,3.4174643541260274,1319
1,0,0,0,15.162,0,0,0,0,0,0,0,0,0.0,0.0943362136684995,0.2562058130400629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5699685781618223,1,1,0,3.2080575174323216,4.7062184170975705,1319
1,1,1,0,9.425,0,0,0,0,0,0,0,0,0.1268578161822465,0.0,0.0556716417910447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8174705420267087,1,1,0,3.8941848472982654,6.4810134175877705,1319
1,1,1,0,8.436,0,0,0,0,0,0,0,0,0.1268578161822465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8731421838177534,1,1,0,1.229640551074514,5.054951975080215,1368
1,0,0,0,4.198,0,0,0,0,0,0,0,0,0.0325216025137469,0.0,0.0,0.0,0.0720188531029065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8954595443833465,1,0,1,2.287877464121771,6.058309780737473,1379
1,1,0,1,13.556,0,0,0,0,0,0,0,0,0.0,0.0,0.0325216025137469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9674783974862532,1,1,0,3.888099097308773,7.610422004551045,1379
1,0,0,0,2.7510000000000003,0,0,0,0,0,0,0,0,0.2773998428908091,0.0,0.1825294579732912,0.3031736056559309,0.0,0.0,0.0,0.0,0.0,0.0,0.2368970934799686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.6778439450981608,3.966359664081121,1392
1,1,0,1,12.389,0,0,0,0,0,0,0,0,0.3838963079340141,0.0,0.046967792615868,0.0,0.0,0.0,0.0325216025137469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444697564807541,0.4921445404556167,1,1,0,1.7715567619105357,9.517038733229285,1549
1,0,0,0,0.008,0,0,0,0,0,0,0,0,0.09827965435978,0.0,0.0,0.0,0.0,0.0498664571877454,0.0,0.0,0.0,0.0,0.4615868028279655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3345954438334642,0,0,0,-1.2378743560016174,4.538485363192095,1409
1,1,0,1,9.196,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1.8198608993389296,4.977161237238539,1726
1,0,0,0,2.3600000000000003,0,0,0,0,0,0,0,0,0.0556716417910447,0.0,0.0444697564807541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8998586017282011,0,0,0,1.775121828075032,5.5995250540689385,1445
1,1,1,0,5.104,0,0,0,0,0,0,0,0,0.079489395129615,0.0,0.0444697564807541,0.0,0.0498664571877454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8261743912018855,0,0,0,2.0458847581509936,5.9986015182327534,1445
1,1,1,0,8.633000000000001,0,0,0,0,0,0,0,0,0.2368970934799686,0.0,0.0943362136684995,0.0,0.046967792615868,0.0,0.0,0.0,0.0720188531029065,0.4941084053417126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556716417910447,1,1,0,-1.6144504542576452,5.3380331494417605,1416
1,0,0,0,28.829,0,0,0,0,0,0,0,0,0.0325216025137469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9674783974862532,1,1,0,2.484823312982252,3.7927213172024734,1082
1,0,0,0,4.487,0,0,0,0,0,0,0,0,0.0,0.0720188531029065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9279811468970934,0,0,0,2.078566158643882,5.921326377159916,1447
1,0,0,0,300.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,5.703782474656201,11.26081642249564,734
1,0,0,0,6.760000000000002,0,0,0,0,0,0,0,0,0.1942890809112333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2887274155538099,0.0,0.0,0.0,0.0,0.0,0.0,0.5169835035349567,1,0,1,1.56234630490025,5.177058923654104,869
1,1,1,0,8.175,0,0,0,0,0,0,0,0,0.1471091908876669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7705027494108407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0823880597014923,1,1,0,5.434917794860968,8.430976698422601,1458
1,0,0,0,0.531,0,0,0,0,1,0,0,0,0.2562058130400629,0.3909662215239592,0.0,0.0,0.0,0.0,0.0,0.0720188531029065,0.0,0.2251374705420265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.069391205826334,6.270133624270327,1463
1,1,1,0,9.468,0,0,0,0,0,1,0,0,0.0323838826472735,0.0712321103911239,0.0,0.0,0.0,0.0,0.0,0.0,0.0003185554674994,0.0172253041816232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8121765885040328,0,0,0,2.360854001118021,8.560316088828044,299
1,0,0,0,10.532,0,0,0,0,0,0,0,0,0.0515427086716465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744397531666125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874017538161741,0,0,0,2.8780179855344348,8.73940238635545,221
1,1,1,0,0.125,0,0,0,0,0,0,0,0,0.0,0.0444697564807541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046967792615868,0.8760408483896309,1,1,0,1.1631508098056809,7.735144849348194,1229
1,0,0,0,1.6369999999999998,0,0,0,0,0,0,0,0,0.0,0.0325216025137469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444697564807541,0.923008641005499,0,0,0,1.0462658082959004,11.018858166108018,1229
1,0,0,0,1.217,0,0,0,0,0,0,0,0,0.046967792615868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09827965435978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8102827965435978,1,1,0,2.899221373173148,5.793208711301551,1557
1,1,1,0,12.029000000000002,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,-0.3566749439387323,6.917199541210118,1561
1,1,0,1,14.469,0,0,0,0,0,0,0,0,0.7928201099764338,0.0325216025137469,0.1276904948939512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046967792615868,0.0,1,0,1,2.2009952372324126,5.245686335684638,1578
1,1,1,0,37.576,0,0,0,0,0,0,0,0,0.3031736056559309,0.0,0.1386174391201885,0.0,0.0,0.0,0.0,0.0,0.0,0.09827965435978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1045404556166534,0.0556716417910447,0,0,0,3.063531099118426,3.8172286925416,1567
